lang	file	word	wstart	wend	phone	int	pstart	pend
lav	lav-000-072	vɪanaːdɪ	0.11	0.92	a	4	0.25	0.34
lav	lav-000-072	vɪanaːdɪ	0.11	0.92	n	5	0.34	0.43
lav	lav-000-072	vɪanaːdɪ	0.11	0.92	aː	6	0.43	0.74
lav	lav-000-072	vɪanaːdɪ	0.11	0.92	d	7	0.74	0.82
lav	lav-000-072	vɪanaːdɪ	0.11	0.92	ɪ	8	0.82	0.92
lav	lav-000-074	lɪjə	0.14	0.62	l	2	0.14	0.25
lav	lav-000-074	lɪjə	0.14	0.62	ɪ	3	0.25	0.3
lav	lav-000-074	lɪjə	0.14	0.62	j	4	0.3	0.51
lav	lav-000-074	lɪjə	0.14	0.62	ə	5	0.51	0.62
lav	lav-000-075	lɪat	0.13	0.99	l	2	0.13	0.23
lav	lav-000-075	lɪat	0.13	0.99	ɪ	3	0.23	0.31
lav	lav-000-075	lɪat	0.13	0.99	a	4	0.31	0.58
lav	lav-000-075	lɪat	0.13	0.99	t	5	0.58	0.99
lav	lav-000-076	lɛjʊ	0.11	0.66	l	2	0.11	0.22
lav	lav-000-076	lɛjʊ	0.11	0.66	ɛ	3	0.22	0.32
lav	lav-000-076	lɛjʊ	0.11	0.66	j	4	0.32	0.5
lav	lav-000-076	lɛjʊ	0.11	0.66	ʊ	5	0.5	0.66
lav	lav-000-077	leːjʊ	0.11	0.82	l	2	0.11	0.25
lav	lav-000-077	leːjʊ	0.11	0.82	eː	3	0.25	0.59
lav	lav-000-077	leːjʊ	0.11	0.82	j	4	0.59	0.71
lav	lav-000-077	leːjʊ	0.11	0.82	ʊ	5	0.71	0.82
led	led-001-000	ba	0	0.93	b	1	0	0.17
led	led-001-000	ba	0	0.93	a	2	0.17	0.93
led	led-001-001	ɓa	0	0.56	ɓ	1	0	0.18
led	led-001-001	ɓa	0	0.56	a	2	0.18	0.56
led	led-001-002	ɓa	0.13	0.47	ɓ	2	0.13	0.18
led	led-001-002	ɓa	0.13	0.47	a	3	0.18	0.47
led	led-001-003	pa	0.11	0.49	p	2	0.11	0.16
led	led-001-003	pa	0.11	0.49	a	3	0.16	0.49
led	led-001-004	bi	0	0.929977	b	1	0	0.2
led	led-001-004	bi	0	0.929977	i	2	0.2	0.929977
led	led-001-005	ɓi	0	0.869977	ɓ	1	0	0.16
led	led-001-005	ɓi	0	0.869977	i	2	0.16	0.869977
led	led-001-006	ɓi	0	0.84	ɓ	1	0	0.19
led	led-001-006	ɓi	0	0.84	i	2	0.19	0.84
led	led-001-007	pi	0	0.5	p	1	0	0.17
led	led-001-007	pi	0	0.5	i	2	0.17	0.5
led	led-001-008	bo	0	0.66	b	1	0	0.37
led	led-001-008	bo	0	0.66	o	2	0.37	0.66
led	led-001-009	ɓo	0	0.63	ɓ	1	0	0.2
led	led-001-009	ɓo	0	0.63	o	2	0.2	0.63
led	led-001-010	ɓo	0	0.48	ɓ	1	0	0.18
led	led-001-010	ɓo	0	0.48	o	2	0.18	0.48
led	led-001-011	po	0.13	0.5	p	2	0.13	0.18
led	led-001-011	po	0.13	0.5	o	3	0.18	0.5
led	led-001-012	bɔ	0	0.66	b	1	0	0.37
led	led-001-012	bɔ	0	0.66	ɔ	2	0.37	0.66
led	led-001-013	ɓɔ	0	0.64	ɓ	1	0	0.21
led	led-001-013	ɓɔ	0	0.64	ɔ	2	0.21	0.64
led	led-001-014	ɓɔ	0.15	0.49	ɓ	2	0.15	0.2
led	led-001-014	ɓɔ	0.15	0.49	ɔ	3	0.2	0.49
led	led-001-015	da	0	0.69	d	1	0	0.17
led	led-001-015	da	0	0.69	a	2	0.17	0.69
led	led-001-016	dda	0.12	0.64	d	2	0.12	0.14
led	led-001-016	dda	0.12	0.64	d	3	0.14	0.16
led	led-001-016	dda	0.12	0.64	a	4	0.16	0.64
led	led-001-017	da	0	0.56	d	1	0	0.16
led	led-001-017	da	0	0.56	a	2	0.16	0.56
led	led-001-018	ta	0.14	0.5	t	2	0.14	0.17
led	led-001-018	ta	0.14	0.5	a	3	0.17	0.5
led	led-001-019	dde	0.16	0.68	d	2	0.16	0.18
led	led-001-019	dde	0.16	0.68	d	3	0.18	0.2
led	led-001-019	dde	0.16	0.68	e	4	0.2	0.68
led	led-001-020	de	0	0.7	d	1	0	0.21
led	led-001-020	de	0	0.7	e	2	0.21	0.7
led	led-001-021	di	0	0.9	d	1	0	0.17
led	led-001-021	di	0	0.9	i	2	0.17	0.9
led	led-001-022	ddi	0.13	0.87	d	2	0.13	0.15
led	led-001-022	ddi	0.13	0.87	d	3	0.15	0.17
led	led-001-022	ddi	0.13	0.87	i	4	0.17	0.87
lgq	lgq-001-002	abia	0	0.67	a	1	0	0.27
lgq	lgq-001-002	abia	0	0.67	b	2	0.27	0.41
lgq	lgq-001-002	abia	0	0.67	i	3	0.41	0.53
lgq	lgq-001-002	abia	0	0.67	a	4	0.53	0.67
lgq	lgq-001-003	aq̠bɔ	0	0.54	a	1	0	0.25
lgq	lgq-001-003	aq̠bɔ	0	0.54	q̠	2	0.25	0.28
lgq	lgq-001-003	aq̠bɔ	0	0.54	b	3	0.28	0.41
lgq	lgq-001-003	aq̠bɔ	0	0.54	ɔ	4	0.41	0.54
lgq	lgq-001-004	atɛ	0.14	0.51	a	2	0.14	0.23
lgq	lgq-001-004	atɛ	0.14	0.51	t	3	0.23	0.39
lgq	lgq-001-004	atɛ	0.14	0.51	ɛ	4	0.39	0.51
lgq	lgq-001-005	ɔdɛɛ	0.11	0.87	ɔ	2	0.11	0.28
lgq	lgq-001-005	ɔdɛɛ	0.11	0.87	d	3	0.28	0.48
lgq	lgq-001-005	ɔdɛɛ	0.11	0.87	ɛ	4	0.48	0.51
lgq	lgq-001-005	ɔdɛɛ	0.11	0.87	ɛ	5	0.51	0.87
lgq	lgq-001-006	ɔɖɛ	0.29	0.77	ɔ	2	0.29	0.43
lgq	lgq-001-006	ɔɖɛ	0.29	0.77	ɖ	3	0.43	0.6
lgq	lgq-001-006	ɔɖɛ	0.29	0.77	ɛ	4	0.6	0.77
lgq	lgq-001-008	ɔcami	0.14	1.110023	ɔ	2	0.14	0.25
lgq	lgq-001-008	ɔcami	0.14	1.110023	c	3	0.25	0.42
lgq	lgq-001-008	ɔcami	0.14	1.110023	a	4	0.42	0.54
lgq	lgq-001-008	ɔcami	0.14	1.110023	m	5	0.54	0.65
lgq	lgq-001-008	ɔcami	0.14	1.110023	i	6	0.65	1.110023
lgq	lgq-001-009	ɔdza	0.12	0.58	ɔ	2	0.12	0.24
lgq	lgq-001-009	ɔdza	0.12	0.58	d	3	0.24	0.34
lgq	lgq-001-009	ɔdza	0.12	0.58	z	4	0.34	0.41
lgq	lgq-001-009	ɔdza	0.12	0.58	a	5	0.41	0.58
lgq	lgq-001-010	ɔɟanɖɛ	0.12	0.85	ɔ	2	0.12	0.26
lgq	lgq-001-010	ɔɟanɖɛ	0.12	0.85	ɟ	3	0.26	0.42
lgq	lgq-001-010	ɔɟanɖɛ	0.12	0.85	a	4	0.42	0.56
lgq	lgq-001-010	ɔɟanɖɛ	0.12	0.85	n	5	0.56	0.69
lgq	lgq-001-010	ɔɟanɖɛ	0.12	0.85	ɖ	6	0.69	0.73
lgq	lgq-001-010	ɔɟanɖɛ	0.12	0.85	ɛ	7	0.73	0.85
lgq	lgq-001-011	uku	0.26	0.6	u	2	0.26	0.41
lgq	lgq-001-011	uku	0.26	0.6	k	3	0.41	0.51
lgq	lgq-001-011	uku	0.26	0.6	u	4	0.51	0.6
lgq	lgq-001-012	ɔɡɔ	0.11	0.52	ɔ	2	0.11	0.23
lgq	lgq-001-012	ɔɡɔ	0.11	0.52	ɡ	3	0.23	0.37
lgq	lgq-001-012	ɔɡɔ	0.11	0.52	ɔ	4	0.37	0.52
lgq	lgq-001-013	ama	0	0.57	a	1	0	0.23
lgq	lgq-001-013	ama	0	0.57	m	2	0.23	0.38
lgq	lgq-001-013	ama	0	0.57	a	3	0.38	0.57
lgq	lgq-001-014	inɔ	0	0.55	i	1	0	0.23
lgq	lgq-001-014	inɔ	0	0.55	n	2	0.23	0.37
lgq	lgq-001-014	inɔ	0	0.55	ɔ	3	0.37	0.55
lgq	lgq-001-015	ɔɲɛɛ	0	0.82	ɔ	1	0	0.24
lgq	lgq-001-015	ɔɲɛɛ	0	0.82	ɲ	2	0.24	0.45
lgq	lgq-001-015	ɔɲɛɛ	0	0.82	ɛ	3	0.45	0.48
lgq	lgq-001-015	ɔɲɛɛ	0	0.82	ɛ	4	0.48	0.82
lgq	lgq-001-016	ɔŋɔɲi	0.14	1.080023	ɔ	2	0.14	0.23
lgq	lgq-001-016	ɔŋɔɲi	0.14	1.080023	ŋ	3	0.23	0.39
lgq	lgq-001-016	ɔŋɔɲi	0.14	1.080023	ɔ	4	0.39	0.48
lgq	lgq-001-016	ɔŋɔɲi	0.14	1.080023	ɲ	5	0.48	0.6
lgq	lgq-001-016	ɔŋɔɲi	0.14	1.080023	i	6	0.6	1.080023
lgq	lgq-001-017	sɛɸoɸo	0	0.75	spn	1	0	0.75
lgq	lgq-001-018	ɔfa	0.12	0.59	ɔ	2	0.12	0.23
lgq	lgq-001-018	ɔfa	0.12	0.59	f	3	0.23	0.39
lgq	lgq-001-018	ɔfa	0.12	0.59	a	4	0.39	0.59
lgq	lgq-001-019	uβa	0.14	0.62	u	2	0.14	0.39
lgq	lgq-001-019	uβa	0.14	0.62	β	3	0.39	0.44
lgq	lgq-001-019	uβa	0.14	0.62	a	4	0.44	0.62
lgq	lgq-001-020	uva	0.16	0.64	u	2	0.16	0.31
lgq	lgq-001-020	uva	0.16	0.64	v	3	0.31	0.42
lgq	lgq-001-020	uva	0.16	0.64	a	4	0.42	0.64
lgq	lgq-001-021	ɔsa	0.13	0.63	ɔ	2	0.13	0.23
lgq	lgq-001-021	ɔsa	0.13	0.63	s	3	0.23	0.4
lgq	lgq-001-021	ɔsa	0.13	0.63	a	4	0.4	0.63
lgq	lgq-001-022	oʃibie	0	0.85	o	1	0	0.22
lgq	lgq-001-022	oʃibie	0	0.85	ʃ	2	0.22	0.39
lgq	lgq-001-022	oʃibie	0	0.85	i	3	0.39	0.46
lgq	lgq-001-022	oʃibie	0	0.85	b	4	0.46	0.55
lgq	lgq-001-022	oʃibie	0	0.85	i	5	0.55	0.69
lgq	lgq-001-022	oʃibie	0	0.85	e	6	0.69	0.85
lgq	lgq-001-023	uxe	0.17	0.65	u	2	0.17	0.3
lgq	lgq-001-023	uxe	0.17	0.65	x	3	0.3	0.41
lgq	lgq-001-023	uxe	0.17	0.65	e	4	0.41	0.65
lgq	lgq-001-024	uhɛ̃	0.16	0.54	u	2	0.16	0.31
lgq	lgq-001-024	uhɛ̃	0.16	0.54	h	3	0.31	0.38
lgq	lgq-001-024	uhɛ̃	0.16	0.54	ɛ̃	4	0.38	0.54
lgq	lgq-001-025	uxe	0.15	0.61	u	2	0.15	0.32
lgq	lgq-001-025	uxe	0.15	0.61	x	3	0.32	0.44
lgq	lgq-001-025	uxe	0.15	0.61	e	4	0.44	0.61
lgq	lgq-001-026	ɔja	0.28	0.72	ɔ	2	0.28	0.37
lgq	lgq-001-026	ɔja	0.28	0.72	j	3	0.37	0.57
lgq	lgq-001-026	ɔja	0.28	0.72	a	4	0.57	0.72
lit	lit-002-000	paădas	0.14	0.84	p	2	0.14	0.19
lit	lit-002-000	paădas	0.14	0.84	a	3	0.19	0.27
lit	lit-002-000	paădas	0.14	0.84	ă	4	0.27	0.37
lit	lit-002-000	paădas	0.14	0.84	d	5	0.37	0.46
lit	lit-002-000	paădas	0.14	0.84	a	6	0.46	0.53
lit	lit-002-000	paădas	0.14	0.84	s	7	0.53	0.84
lit	lit-002-001	băadas	0.14	1.259977	b	2	0.14	0.28
lit	lit-002-001	băadas	0.14	1.259977	ă	3	0.28	0.46
lit	lit-002-001	băadas	0.14	1.259977	a	4	0.46	0.5
lit	lit-002-001	băadas	0.14	1.259977	d	5	0.5	0.6
lit	lit-002-001	băadas	0.14	1.259977	a	6	0.6	0.68
lit	lit-002-001	băadas	0.14	1.259977	s	7	0.68	1.259977
lit	lit-002-002	pʲiːla	0.11	0.61	pʲ	2	0.11	0.17
lit	lit-002-002	pʲiːla	0.11	0.61	iː	3	0.17	0.32
lit	lit-002-002	pʲiːla	0.11	0.61	l	4	0.32	0.44
lit	lit-002-002	pʲiːla	0.11	0.61	a	5	0.44	0.61
lit	lit-002-003	bʲiːla	0.12	0.67	bʲ	2	0.12	0.28
lit	lit-002-003	bʲiːla	0.12	0.67	iː	3	0.28	0.45
lit	lit-002-003	bʲiːla	0.12	0.67	l	4	0.45	0.58
lit	lit-002-003	bʲiːla	0.12	0.67	a	5	0.58	0.67
lit	lit-002-004	tŭurs	0.13	0.9	t	2	0.13	0.19
lit	lit-002-004	tŭurs	0.13	0.9	ŭ	3	0.19	0.24
lit	lit-002-004	tŭurs	0.13	0.9	u	4	0.24	0.49
lit	lit-002-004	tŭurs	0.13	0.9	r	5	0.49	0.58
lit	lit-002-004	tŭurs	0.13	0.9	s	6	0.58	0.9
lit	lit-002-005	dŭurs	0.24	0.94	d	2	0.24	0.26
lit	lit-002-005	dŭurs	0.24	0.94	ŭ	3	0.26	0.47
lit	lit-002-005	dŭurs	0.24	0.94	u	4	0.47	0.56
lit	lit-002-005	dŭurs	0.24	0.94	r	5	0.56	0.69
lit	lit-002-005	dŭurs	0.24	0.94	s	6	0.69	0.94
lit	lit-002-006	tʲĕetʲs	0.14	0.91	tʲ	2	0.14	0.2
lit	lit-002-006	tʲĕetʲs	0.14	0.91	ĕ	3	0.2	0.55
lit	lit-002-006	tʲĕetʲs	0.14	0.91	e	4	0.55	0.58
lit	lit-002-006	tʲĕetʲs	0.14	0.91	tʲ	5	0.58	0.61
lit	lit-002-006	tʲĕetʲs	0.14	0.91	s	6	0.61	0.91
lit	lit-002-007	dʲĕedʲeː	0.12	0.82	dʲ	2	0.12	0.3
lit	lit-002-007	dʲĕedʲeː	0.12	0.82	ĕ	3	0.3	0.34
lit	lit-002-007	dʲĕedʲeː	0.12	0.82	e	4	0.34	0.55
lit	lit-002-007	dʲĕedʲeː	0.12	0.82	dʲ	5	0.55	0.62
lit	lit-002-007	dʲĕedʲeː	0.12	0.82	eː	6	0.62	0.82
lit	lit-002-008	kărdas	0.13	0.89	k	2	0.13	0.19
lit	lit-002-008	kărdas	0.13	0.89	ă	3	0.19	0.39
lit	lit-002-008	kărdas	0.13	0.89	r	4	0.39	0.47
lit	lit-002-008	kărdas	0.13	0.89	d	5	0.47	0.49
lit	lit-002-008	kărdas	0.13	0.89	a	6	0.49	0.56
lit	lit-002-008	kărdas	0.13	0.89	s	7	0.56	0.89
lit	lit-002-009	ɡărdas	0.13	1.07	ɡ	2	0.13	0.28
lit	lit-002-009	ɡărdas	0.13	1.07	ă	3	0.28	0.57
lit	lit-002-009	ɡărdas	0.13	1.07	r	4	0.57	0.64
lit	lit-002-009	ɡărdas	0.13	1.07	d	5	0.64	0.66
lit	lit-002-009	ɡărdas	0.13	1.07	a	6	0.66	0.71
lit	lit-002-009	ɡărdas	0.13	1.07	s	7	0.71	1.07
lit	lit-002-010	kʲæltʲ	0.14	0.68	kʲ	2	0.14	0.2
lit	lit-002-010	kʲæltʲ	0.14	0.68	æ	3	0.2	0.38
lit	lit-002-010	kʲæltʲ	0.14	0.68	l	4	0.38	0.56
lit	lit-002-010	kʲæltʲ	0.14	0.68	tʲ	5	0.56	0.68
lit	lit-002-011	ɡʲæltʲ	0.14	0.62	ɡʲ	2	0.14	0.27
lit	lit-002-011	ɡʲæltʲ	0.14	0.62	æ	3	0.27	0.44
lit	lit-002-011	ɡʲæltʲ	0.14	0.62	l	4	0.44	0.59
lit	lit-002-011	ɡʲæltʲ	0.14	0.62	tʲ	5	0.59	0.62
lit	lit-002-012	fɔnʲɛma	0	0.81	f	1	0	0.23
lit	lit-002-012	fɔnʲɛma	0	0.81	ɔ	2	0.23	0.3
lit	lit-002-012	fɔnʲɛma	0	0.81	nʲ	3	0.3	0.42
lit	lit-002-012	fɔnʲɛma	0	0.81	ɛ	4	0.42	0.5
lit	lit-002-012	fɔnʲɛma	0	0.81	m	5	0.5	0.63
lit	lit-002-012	fɔnʲɛma	0	0.81	a	6	0.63	0.81
lit	lit-002-013	fʲzʲjɔloɡas	0.09	1.18	fʲ	2	0.09	0.18
lit	lit-002-013	fʲzʲjɔloɡas	0.09	1.18	zʲ	3	0.18	0.33
lit	lit-002-013	fʲzʲjɔloɡas	0.09	1.18	j	4	0.33	0.41
lit	lit-002-013	fʲzʲjɔloɡas	0.09	1.18	ɔ	5	0.41	0.48
lit	lit-002-013	fʲzʲjɔloɡas	0.09	1.18	l	6	0.48	0.59
lit	lit-002-013	fʲzʲjɔloɡas	0.09	1.18	o	7	0.59	0.69
lit	lit-002-013	fʲzʲjɔloɡas	0.09	1.18	ɡ	8	0.69	0.8
lit	lit-002-013	fʲzʲjɔloɡas	0.09	1.18	a	9	0.8	0.86
lit	lit-002-013	fʲzʲjɔloɡas	0.09	1.18	s	10	0.86	1.18
lit	lit-002-014	voːnʲja	0.14	0.69	v	2	0.14	0.21
lit	lit-002-014	voːnʲja	0.14	0.69	oː	3	0.21	0.41
lit	lit-002-014	voːnʲja	0.14	0.69	nʲ	4	0.41	0.52
lit	lit-002-014	voːnʲja	0.14	0.69	j	5	0.52	0.55
lit	lit-002-014	voːnʲja	0.14	0.69	a	6	0.55	0.69
lit	lit-002-015	vʲzʲtas	0.13	0.9	vʲ	2	0.13	0.46
lit	lit-002-015	vʲzʲtas	0.13	0.9	zʲ	3	0.46	0.49
lit	lit-002-015	vʲzʲtas	0.13	0.9	t	4	0.49	0.55
lit	lit-002-015	vʲzʲtas	0.13	0.9	a	5	0.55	0.61
lit	lit-002-015	vʲzʲtas	0.13	0.9	s	6	0.61	0.9
lit	lit-002-016	slʲtʲiːs	0.14	1.14	s	2	0.14	0.36
lit	lit-002-016	slʲtʲiːs	0.14	1.14	lʲ	3	0.36	0.56
lit	lit-002-016	slʲtʲiːs	0.14	1.14	tʲ	4	0.56	0.71
lit	lit-002-016	slʲtʲiːs	0.14	1.14	iː	5	0.71	0.83
lit	lit-002-016	slʲtʲiːs	0.14	1.14	s	6	0.83	1.14
lit	lit-002-017	zlʲnʲtʲ	0.13	0.83	z	2	0.13	0.33
lit	lit-002-017	zlʲnʲtʲ	0.13	0.83	lʲ	3	0.33	0.51
lit	lit-002-017	zlʲnʲtʲ	0.13	0.83	nʲ	4	0.51	0.75
lit	lit-002-017	zlʲnʲtʲ	0.13	0.83	tʲ	5	0.75	0.83
lit	lit-002-018	sʲænkʲe	0.31	1.04	sʲ	2	0.31	0.34
lit	lit-002-018	sʲænkʲe	0.31	1.04	æ	3	0.34	0.38
lit	lit-002-018	sʲænkʲe	0.31	1.04	n	4	0.38	0.68
lit	lit-002-018	sʲænkʲe	0.31	1.04	kʲ	5	0.68	0.78
lit	lit-002-018	sʲænkʲe	0.31	1.04	e	6	0.78	1.04
lit	lit-002-019	zʲænʲtas	0.15	1.38	zʲ	2	0.15	0.29
lit	lit-002-019	zʲænʲtas	0.15	1.38	æ	3	0.29	0.35
lit	lit-002-019	zʲænʲtas	0.15	1.38	nʲ	4	0.35	0.6
lit	lit-002-019	zʲænʲtas	0.15	1.38	t	5	0.6	0.66
lit	lit-002-019	zʲænʲtas	0.15	1.38	a	6	0.66	0.76
lit	lit-002-019	zʲænʲtas	0.15	1.38	s	7	0.76	1.38
lit	lit-002-020	ʃaltʲ	0.12	0.76	ʃ	2	0.12	0.31
lit	lit-002-020	ʃaltʲ	0.12	0.76	a	3	0.31	0.46
lit	lit-002-020	ʃaltʲ	0.12	0.76	l	4	0.46	0.62
lit	lit-002-020	ʃaltʲ	0.12	0.76	tʲ	5	0.62	0.76
lit	lit-002-021	ʒaltʲ	0.19	0.85	ʒ	2	0.19	0.33
lit	lit-002-021	ʒaltʲ	0.19	0.85	a	3	0.33	0.53
lit	lit-002-021	ʒaltʲ	0.19	0.85	l	4	0.53	0.67
lit	lit-002-021	ʒaltʲ	0.19	0.85	tʲ	5	0.67	0.85
lit	lit-002-022	ʃʲlas	0.12	0.86	ʃʲ	2	0.12	0.29
lit	lit-002-022	ʃʲlas	0.12	0.86	l	3	0.29	0.48
lit	lit-002-022	ʃʲlas	0.12	0.86	a	4	0.48	0.54
lit	lit-002-022	ʃʲlas	0.12	0.86	s	5	0.54	0.86
lit	lit-002-023	ʒʲlas	0.18	0.92	ʒʲ	2	0.18	0.33
lit	lit-002-023	ʒʲlas	0.18	0.92	l	3	0.33	0.51
lit	lit-002-023	ʒʲlas	0.18	0.92	a	4	0.51	0.61
lit	lit-002-023	ʒʲlas	0.18	0.92	s	5	0.61	0.92
lit	lit-002-024	xoːɾas	0.47	1.1	x	2	0.47	0.51
lit	lit-002-024	xoːɾas	0.47	1.1	oː	3	0.51	0.66
lit	lit-002-024	xoːɾas	0.47	1.1	ɾ	4	0.66	0.7
lit	lit-002-024	xoːɾas	0.47	1.1	a	5	0.7	0.8
lit	lit-002-024	xoːɾas	0.47	1.1	s	6	0.8	1.1
lit	lit-002-025	xʲɾrɡas	0.49	1.08	xʲ	2	0.49	0.52
lit	lit-002-025	xʲɾrɡas	0.49	1.08	ɾ	3	0.52	0.55
lit	lit-002-025	xʲɾrɡas	0.49	1.08	r	4	0.55	0.6
lit	lit-002-025	xʲɾrɡas	0.49	1.08	ɡ	5	0.6	0.64
lit	lit-002-025	xʲɾrɡas	0.49	1.08	a	6	0.64	0.77
lit	lit-002-025	xʲɾrɡas	0.49	1.08	s	7	0.77	1.08
lit	lit-002-026	harmoːnʲja	0.12	0.93	h	2	0.12	0.16
lit	lit-002-026	harmoːnʲja	0.12	0.93	a	3	0.16	0.24
lit	lit-002-026	harmoːnʲja	0.12	0.93	r	4	0.24	0.32
lit	lit-002-026	harmoːnʲja	0.12	0.93	m	5	0.32	0.41
lit	lit-002-026	harmoːnʲja	0.12	0.93	oː	6	0.41	0.51
lit	lit-002-026	harmoːnʲja	0.12	0.93	nʲ	7	0.51	0.66
lit	lit-002-026	harmoːnʲja	0.12	0.93	j	8	0.66	0.76
lit	lit-002-026	harmoːnʲja	0.12	0.93	a	9	0.76	0.93
lit	lit-002-027	hʲmnas	0.18	0.89	hʲ	2	0.18	0.21
lit	lit-002-027	hʲmnas	0.18	0.89	m	3	0.21	0.46
lit	lit-002-027	hʲmnas	0.18	0.89	n	4	0.46	0.5
lit	lit-002-027	hʲmnas	0.18	0.89	a	5	0.5	0.57
lit	lit-002-027	hʲmnas	0.18	0.89	s	6	0.57	0.89
lit	lit-002-028	jŏos	0.14	0.95	j	2	0.14	0.32
lit	lit-002-028	jŏos	0.14	0.95	ŏ	3	0.32	0.41
lit	lit-002-028	jŏos	0.14	0.95	o	4	0.41	0.52
lit	lit-002-028	jŏos	0.14	0.95	s	5	0.52	0.95
lit	lit-002-029	js	0	0.79	j	1	0	0.34
lit	lit-002-029	js	0	0.79	s	2	0.34	0.79
lit	lit-002-030	tskɾs	0.16	1.35	t	2	0.16	0.26
lit	lit-002-030	tskɾs	0.16	1.35	s	3	0.26	0.29
lit	lit-002-030	tskɾs	0.16	1.35	k	4	0.29	0.32
lit	lit-002-030	tskɾs	0.16	1.35	ɾ	5	0.32	0.39
lit	lit-002-030	tskɾs	0.16	1.35	s	6	0.39	1.35
lit	lit-002-031	dzŭukas	0.2	1.320023	d	2	0.2	0.22
lit	lit-002-031	dzŭukas	0.2	1.320023	z	3	0.22	0.3
lit	lit-002-031	dzŭukas	0.2	1.320023	ŭ	4	0.3	0.42
lit	lit-002-031	dzŭukas	0.2	1.320023	u	5	0.42	0.49
lit	lit-002-031	dzŭukas	0.2	1.320023	k	6	0.49	0.62
lit	lit-002-031	dzŭukas	0.2	1.320023	a	7	0.62	0.67
lit	lit-002-031	dzŭukas	0.2	1.320023	s	8	0.67	1.320023
lit	lit-002-032	tsʲiipʲtʲ	0.11	0.63	t	2	0.11	0.15
lit	lit-002-032	tsʲiipʲtʲ	0.11	0.63	sʲ	3	0.15	0.24
lit	lit-002-032	tsʲiipʲtʲ	0.11	0.63	i	4	0.24	0.28
lit	lit-002-032	tsʲiipʲtʲ	0.11	0.63	i	5	0.28	0.38
lit	lit-002-032	tsʲiipʲtʲ	0.11	0.63	pʲ	6	0.38	0.46
lit	lit-002-032	tsʲiipʲtʲ	0.11	0.63	tʲ	7	0.46	0.63
lit	lit-002-033	dzʲmʲbʲntʲ	0.23	0.99	d	2	0.23	0.25
lit	lit-002-033	dzʲmʲbʲntʲ	0.23	0.99	zʲ	3	0.25	0.35
lit	lit-002-033	dzʲmʲbʲntʲ	0.23	0.99	mʲ	4	0.35	0.63
lit	lit-002-033	dzʲmʲbʲntʲ	0.23	0.99	bʲ	5	0.63	0.69
lit	lit-002-033	dzʲmʲbʲntʲ	0.23	0.99	n	6	0.69	0.91
lit	lit-002-033	dzʲmʲbʲntʲ	0.23	0.99	tʲ	7	0.91	0.99
lit	lit-002-034	t͡ʃaʒʲiːtʲ	0.15	0.87	t͡ʃ	2	0.15	0.26
lit	lit-002-034	t͡ʃaʒʲiːtʲ	0.15	0.87	a	3	0.26	0.32
lit	lit-002-034	t͡ʃaʒʲiːtʲ	0.15	0.87	ʒʲ	4	0.32	0.35
lit	lit-002-034	t͡ʃaʒʲiːtʲ	0.15	0.87	iː	5	0.35	0.73
lit	lit-002-034	t͡ʃaʒʲiːtʲ	0.15	0.87	tʲ	6	0.73	0.87
lit	lit-002-035	d͡ʒăazas	0.13	1.03	d͡ʒ	2	0.13	0.29
lit	lit-002-035	d͡ʒăazas	0.13	1.03	ă	3	0.29	0.54
lit	lit-002-035	d͡ʒăazas	0.13	1.03	a	4	0.54	0.58
lit	lit-002-035	d͡ʒăazas	0.13	1.03	z	5	0.58	0.67
lit	lit-002-035	d͡ʒăazas	0.13	1.03	a	6	0.67	0.76
lit	lit-002-035	d͡ʒăazas	0.13	1.03	s	7	0.76	1.03
lit	lit-002-036	t͡ʃʲædʲiːtʲ	0.14	0.85	t͡ʃʲ	2	0.14	0.27
lit	lit-002-036	t͡ʃʲædʲiːtʲ	0.14	0.85	æ	3	0.27	0.5
lit	lit-002-036	t͡ʃʲædʲiːtʲ	0.14	0.85	dʲ	4	0.5	0.62
lit	lit-002-036	t͡ʃʲædʲiːtʲ	0.14	0.85	iː	5	0.62	0.72
lit	lit-002-036	t͡ʃʲædʲiːtʲ	0.14	0.85	tʲ	6	0.72	0.85
lit	lit-002-037	d͡ʒʲætʲ	0.15	0.56	d͡ʒʲ	2	0.15	0.36
lit	lit-002-037	d͡ʒʲætʲ	0.15	0.56	æ	3	0.36	0.53
lit	lit-002-037	d͡ʒʲætʲ	0.15	0.56	tʲ	4	0.53	0.56
lit	lit-002-038	mama	0.12	0.64	m	2	0.12	0.26
lit	lit-002-038	mama	0.12	0.64	a	3	0.26	0.33
lit	lit-002-038	mama	0.12	0.64	m	4	0.33	0.44
lit	lit-002-038	mama	0.12	0.64	a	5	0.44	0.64
lit	lit-002-039	namŏo	0.14	0.75	n	2	0.14	0.25
lit	lit-002-039	namŏo	0.14	0.75	a	3	0.25	0.29
lit	lit-002-039	namŏo	0.14	0.75	m	4	0.29	0.44
lit	lit-002-039	namŏo	0.14	0.75	ŏ	5	0.44	0.54
lit	lit-002-039	namŏo	0.14	0.75	o	6	0.54	0.75
lit	lit-002-040	mæ̆æs	0.13	0.92	m	2	0.13	0.29
lit	lit-002-040	mæ̆æs	0.13	0.92	æ̆	3	0.29	0.55
lit	lit-002-040	mæ̆æs	0.13	0.92	æ	4	0.55	0.59
lit	lit-002-040	mæ̆æs	0.13	0.92	s	5	0.59	0.92
