file	meanf0
ady-000-084	168.4356200773381
ady-000-085	190.30041413524557
ady-000-086	205.3143422744778
ady-000-087	189.98786224574462
ady-000-088	196.84992612221365
ady-000-089	181.37431599794516
ady-000-090	211.22351838874866
ady-000-091	205.59343527166536
ady-000-092	201.91540461746118
ady-000-093	183.89963602694294
ady-000-094	221.06892649781886
ady-000-095	186.410893046763
ady-000-096	181.59321422262317
ady-000-097	87.64411692789854
ady-000-098	199.76540479038977
ady-000-099	199.50613605540477
ady-000-100	208.60614246967813
ady-000-101	229.09873002172458
ady-000-102	185.2938438000739
ady-000-103	190.43820219702476
ady-000-104	192.62755983944382
ady-000-105	203.49050172068178
ady-000-106	194.79893299817286
ady-000-107	169.0894064116516
ady-000-110	227.49757490668588
ady-000-111	150.08471334236972
ady-000-112	158.94999898612357
ady-000-113	239.8751265833301
ady-000-114	196.53432286166756
ady-000-115	178.61588931874172
ady-000-118	99.72314375888458
ady-000-119	199.62320293679917
ady-000-121	201.59655363847517
ady-000-122	188.42157969946825
ady-000-123	165.24602807028614
ady-000-125	205.21649348229192
ady-000-126	202.74846625547485
ady-000-128	223.92176852431146
ady-000-129	220.02461022131806
ady-000-130	222.1507576360048
ady-000-131	234.06021551963505
ady-000-132	201.22799277370504
ady-000-133	187.68017638967586
ady-000-134	199.80644940739143
ady-000-135	183.95524154058052
ady-000-136	235.45103197964045
ady-000-137	284.2183276442874
ady-000-138	157.22353218864333
ady-000-139	196.87966117909363
ady-000-141	215.3363681357871
ady-000-142	195.90916117598388
ady-000-143	182.74231010181697
ady-000-144	203.96318930201912
ady-000-146	229.42571914743525
ady-000-147	218.64697430194323
ady-000-148	185.69946337861293
ady-000-149	188.61117947704497
aeb-000-000	109.00631115977905
aeb-000-001	113.39523886732451
aeb-000-002	115.28306105310632
aeb-000-003	112.61536329800234
aeb-000-006	111.04626792766423
aeb-000-007	110.91787306367812
aeb-000-009	116.00832861755214
aeb-000-011	114.29818946285923
aeb-000-015	118.69580381628718
aeb-000-021	116.10791546283403
aeb-000-022	116.62039009365819
aeb-000-023	122.07319697590926
aeb-000-024	116.28217968226953
aeb-000-025	114.48761023782865
aeb-000-026	104.04144818474373
aeb-000-029	113.74461873329491
aeb-000-030	112.8595301617815
aeb-000-031	114.76698439812962
aeb-000-032	118.25995468264443
aeb-000-033	113.1880931193801
aeb-000-034	114.24106311595462
aeb-000-035	111.14989732235505
aeb-000-039	112.0149829097942
aeb-000-040	108.24333838175082
aeb-000-041	115.56495333568307
aeb-000-042	120.9133948426621
aeb-000-043	118.55614073233735
aeb-000-045	119.3820829318917
aeb-000-046	137.19151017060227
aeb-000-047	118.11801221355013
aeb-000-048	111.75502107220777
aeb-000-049	136.31502863564955
aeb-000-050	115.28559753069148
aeb-000-051	115.84686035222597
aeb-000-053	125.03254624110947
aeb-000-054	118.4175422466613
aeb-000-055	116.01871382481774
aeb-000-057	123.36406086561506
aeb-000-059	126.05611035535456
aeb-000-060	119.96288517774889
aeb-000-061	119.56612653988674
aeb-000-062	117.38019643256305
afn-005-001	107.2684916486337
afn-005-002	100.9013611855496
afn-005-006	92.74268957347198
afn-005-008	106.60116991559732
afn-005-009	100.6071413618113
afn-005-010	97.9561599669833
afn-005-011	93.88734040543369
afn-005-012	110.08107591919988
afn-005-013	100.69076241561677
afn-005-014	108.83570676289153
afn-005-015	151.91600501553796
afn-005-017	105.72023544623936
afn-005-018	94.56187919606525
afn-005-020	103.71316248227764
afn-005-022	148.48979101550677
afn-005-023	109.45088406661279
afn-005-024	101.40707067917846
afn-005-029	127.18014791786231
afn-005-030	113.69137093448875
afn-005-031	100.62791224165164
afn-005-032	113.98529836568432
afn-005-033	110.4299368755726
afn-005-034	111.53410761709134
afn-005-035	96.77993378110872
afn-005-037	98.34637068197155
afn-005-038	99.26590627266614
afn-005-039	110.85392919057837
afn-005-040	106.12596556356951
afn-005-041	98.81171778765317
afn-005-042	98.94930483837966
afn-005-043	133.08591871144458
afn-005-045	108.81489172536708
afn-005-046	97.4234500947955
afn-005-047	114.30030456619315
afn-005-048	98.39250500447665
afn-005-049	113.54965890398148
afn-005-050	110.0533847339134
afn-005-051	130.081532548702
afn-005-052	100.63268566240882
afn-005-053	113.09745294930056
afn-005-054	105.09038114086235
afn-005-055	111.3413345668865
afn-005-056	108.88867689455122
afn-005-057	111.77288708862933
afn-005-058	113.9294882807712
afn-005-059	99.9125644539477
afn-005-060	113.44897298209517
afn-005-061	99.81618493973492
afn-005-062	98.71735963865505
afn-005-063	114.43768340399637
afn-005-064	99.10998312380909
afn-005-065	104.5075132459427
afn-005-066	116.16814394081327
afn-005-067	99.93347971608966
afn-005-068	100.54168718801915
afn-005-069	98.28003993623997
afn-005-070	113.12074371865818
afn-005-071	102.31294787005548
afn-005-072	117.50075726432682
afn-005-073	100.64017619079378
afn-005-074	101.8426836143893
afn-005-075	100.78690699399748
afn-005-076	117.26270809705858
afn-005-077	101.0835282604683
afn-005-078	116.50381453372202
afn-005-079	114.98518073303953
afn-005-080	100.84881114588273
afn-005-082	113.49239917248129
afn-005-084	115.63170954301864
afn-005-085	99.96425609053568
afn-005-086	101.92894717870796
afn-005-087	101.24927927741429
afn-005-088	113.46815548678747
afn-005-089	109.22806178286001
afn-005-090	113.73046115132604
afn-005-091	105.45698936971061
afn-005-093	104.16141554766884
afn-005-094	113.97264407460646
afn-005-095	113.73232830935142
afn-005-096	114.07529927551454
afn-005-097	100.19956208056078
afn-005-098	112.20938262337674
afn-005-099	99.36903353933022
afn-005-100	104.91152489340227
afn-005-101	114.71214445492471
afr-000-000	141.31021992200448
afr-000-001	162.47891377243695
afr-000-003	119.23396347733966
afr-000-004	127.65522944368654
afr-000-005	135.9341251983857
afr-000-006	168.56105438594042
afr-000-007	140.41167313214507
afr-000-008	129.75831100575834
afr-000-009	125.04527006961487
afr-000-010	126.51899961186315
afr-000-011	121.22931253710792
afr-000-012	141.6467837884134
afr-000-013	111.87437163317976
afr-000-014	111.7825384100099
afr-000-015	134.72273886988253
afr-000-016	123.56250322369736
afr-000-017	145.15895226976272
afr-000-018	121.42859119335255
afr-000-019	115.54356341045464
afr-000-020	112.33488589846898
afr-000-021	119.48796118676567
afr-000-022	110.08221743730606
afr-000-023	117.41779065308423
afr-000-024	148.96053432700685
afr-000-025	135.09802241404438
afr-000-026	123.25915112548702
afr-000-027	120.89566623731858
afr-000-028	135.6959247524723
afr-000-029	185.91223459461014
afr-000-030	193.0661674225174
afr-000-031	122.36237943849517
afr-000-032	117.46049788712865
afr-000-033	133.69076945263353
afr-000-034	118.15358185816986
afr-000-035	117.83495301404747
afr-000-036	112.80292737393277
afr-000-037	117.32810408560422
afr-000-038	116.54832546663725
afr-000-039	113.4328945507007
afr-000-040	110.08384653113588
afr-000-041	117.71446917022344
afr-000-042	121.59671684287314
afr-000-043	123.50154761038299
afr-000-044	127.20873720528715
afr-000-045	126.88175606888682
afr-000-046	134.75859448677616
afr-000-047	146.90700417060143
afr-000-048	114.53329321442948
afr-000-049	116.42723829133259
afr-000-050	115.62514984711544
afr-000-051	127.25270977050533
afr-000-052	118.37245707481088
afr-000-053	119.88843492771367
afr-000-054	129.6498071767942
afr-000-055	119.94655269640262
afr-000-056	112.82907342179026
afr-000-057	121.39253789153216
afr-000-058	110.34001136739775
afr-000-059	153.13422338253457
afr-000-060	130.70709267261216
afr-000-061	124.95816112263043
afr-000-062	134.64525604159425
afr-000-063	324.7536600788061
afr-000-064	140.09691450247104
afr-000-065	143.77406826922723
afr-000-066	129.710970167231
afr-000-067	134.1705952344071
afr-000-068	168.7259964732722
afr-000-069	122.69393999982888
afr-000-070	148.7427937876585
afr-000-071	127.23924793792486
afr-000-072	157.87263371003328
afr-000-073	131.80789228719794
afr-000-074	127.71605255051472
afr-000-075	126.1624269288467
afr-000-076	121.16162795818153
afr-000-077	122.11191143098226
afr-000-078	184.46496333259955
afr-000-079	124.67965631322811
afr-000-080	115.87213615797846
afr-000-081	90.25655179569037
afr-000-083	117.77538024254989
afr-000-084	107.92671227321799
afr-000-085	172.54012461945473
afr-000-086	131.1390012601986
afr-000-087	116.65223832664074
afr-000-088	127.72466094299297
afr-000-089	111.2498762517375
afr-000-090	116.26221783764306
afr-000-091	118.74484074749967
afr-000-092	120.26294998872291
afr-000-093	125.54714423596253
afr-000-095	191.2622406747164
afr-000-096	145.1021135569448
afr-000-097	144.5258537080502
afr-000-098	146.23486401832977
afr-000-099	132.28987409474217
afr-000-100	141.37431900937992
afr-000-101	141.88123293664182
afr-000-102	133.68077038032763
afr-000-103	127.50302014662738
afr-000-104	123.41322525505468
afr-000-106	128.470538398544
afr-000-108	133.72205919631446
afr-000-109	126.72875148020712
afr-000-110	123.93904105152201
afr-000-111	132.92292086100758
afr-000-113	141.77362560048238
afr-000-114	177.31135088374478
afr-000-115	153.20957167999032
afr-000-116	134.53054024537028
afr-000-117	139.57786030524355
afr-000-118	132.0964826302629
afr-000-119	131.09836620204007
afr-000-120	128.70803467532053
afr-000-121	121.04376482074598
afr-000-122	123.22427060041268
afr-000-123	144.2423870941834
afr-000-124	142.57861202284843
agx-000-001	193.09051094155157
agx-000-002	221.3015472345774
agx-000-003	204.4380954702923
agx-000-004	201.3898687404468
agx-000-005	246.43741621105715
agx-000-006	199.97428607951701
agx-000-008	219.6620306249167
agx-000-009	198.56496427104787
agx-000-010	208.78898697434485
agx-000-011	208.0543453640914
agx-000-012	193.47374161782508
agx-000-013	208.68299259020696
agx-000-014	211.5544601333567
agx-000-015	211.83974251588606
agx-000-016	238.89310794275383
agx-000-017	207.97358704566216
agx-000-018	226.86561103693967
agx-000-019	227.31747886517965
agx-000-021	183.8839586091151
agx-000-022	194.47848023827797
agx-000-023	219.26495924768102
agx-000-024	208.56515994943277
agx-000-025	209.98855867378344
agx-000-026	217.08663562099903
agx-000-027	210.39882876154306
agx-000-028	187.3269283543327
agx-000-029	210.39769567309355
agx-000-030	242.6863490517178
agx-000-031	221.10534520029472
agx-000-033	217.76205107355517
agx-000-034	248.51722194766742
agx-000-036	199.208470065484
agx-000-037	202.61257391041875
agx-000-038	200.02417933666743
agx-000-039	200.57121366420702
agx-000-040	218.65646158752222
agx-000-041	206.24952125266995
agx-000-042	220.85689999337714
agx-000-044	239.9153581780143
agx-000-045	196.3803502484377
agx-000-046	194.2194133387249
agx-000-047	193.27417001780293
agx-000-048	198.38346508793717
agx-000-049	202.97218343829613
agx-000-050	201.38391080527407
agx-000-051	213.42366133067205
agx-000-053	193.07337905825815
agx-000-054	218.27182993313033
agx-000-055	216.55459561639654
agx-000-056	232.24718245507623
agx-000-058	237.10809275952496
agx-000-059	217.8699029365439
agx-000-060	213.59647610318416
agx-000-061	184.0238163815885
agx-000-062	220.54139285683013
agx-000-063	217.2536663274596
agx-000-064	220.58555049125457
agx-000-065	207.71401793486666
agx-000-066	207.03573129065933
agx-000-067	150.2897613357927
agx-000-068	135.9457571786446
agx-000-069	212.07275281347415
agx-000-070	201.77951613689137
agx-000-073	254.9401067591889
agx-000-076	256.6729881006135
agx-000-077	195.01548621238993
agx-000-080	175.90441669498372
agx-000-081	192.03003324881257
agx-000-082	186.8371471337161
agx-000-083	210.37863469905017
agx-000-084	203.36566896597094
agx-000-085	208.2623407196721
ajp-002-000	188.71459060406184
ajp-002-001	184.71758928654242
ajp-002-002	181.06858945412787
ajp-002-003	193.63363372088958
ajp-002-004	197.64243078818564
ajp-002-005	184.60447057580853
ajp-002-006	201.2723588216109
ajp-002-007	202.36465312654593
ajp-002-008	202.02036204126674
ajp-002-009	197.8945756789417
ajp-002-010	205.54933706459823
ajp-002-011	196.28930129859899
ajp-002-012	204.06287180830537
ajp-002-013	197.7626185271188
ajp-002-014	204.53019440623197
ajp-002-017	203.93056067102225
ajp-002-018	202.98404712669196
ajp-002-019	181.15111802052496
ajp-002-020	204.27186021148344
ajp-002-021	204.2337998517067
ajp-002-022	196.9091896138389
ajp-002-023	201.5991626885598
ajp-002-024	200.22698070163432
ajp-002-026	211.96648113307208
ajp-002-027	207.66903450063649
ajp-002-028	211.07283907629065
ajp-002-029	199.78996119341895
ajp-002-030	186.63778690737635
ajp-002-031	183.5559903881619
ajp-002-033	186.11676667077947
ajp-002-034	185.6566875183667
ajp-002-035	193.18229649516098
ajp-002-036	188.60611224106194
ajp-002-037	184.75319646014242
ajp-002-038	204.2853170269063
ajp-002-039	186.5062808695394
ajp-002-040	204.83792264264238
ajp-002-041	196.7695795060801
ajp-002-042	200.02042939129737
ajp-002-043	184.12740680731213
ajp-002-044	203.64611679895972
ajp-002-045	193.51693942645457
ajp-002-046	213.233324549632
ajp-002-047	190.51011964329797
ajp-002-048	189.11829117707526
ajp-002-049	190.0394337905457
ajp-002-050	197.83292814584556
ajp-002-052	205.79296608209472
ajp-002-053	194.62498122176552
ajp-002-054	159.45749837333673
ajp-002-056	191.5157663273292
aka-007-002	156.36933323655146
aka-007-004	202.6713314531081
aka-007-005	156.5323032642601
aka-007-007	189.6085085112548
aka-007-008	162.88266806522657
aka-007-009	188.66037906354885
aka-007-010	172.81522745176846
aka-007-011	189.53645796660544
aka-007-012	179.9859396640922
aka-007-014	182.8696906431631
aka-007-015	171.0250141209488
aka-007-016	176.40292912016452
aka-007-017	195.27361638101215
aka-007-018	187.2493216122864
aka-007-019	177.79479848024704
aka-007-020	164.3525266162568
aka-007-021	194.87573387557654
aka-007-022	188.51720179678927
aka-007-025	216.9817712241174
aka-007-026	209.91445137135162
aka-007-027	208.05193048303403
aka-007-028	202.2150712360104
aka-007-029	199.2627734937318
aka-007-030	192.05901896555443
aka-007-031	174.36446308741782
aka-007-032	181.59637303818064
aka-007-033	180.49551788142458
aka-007-034	186.1686630820249
aka-007-035	178.32937992061545
aka-007-036	187.71121753479048
aka-007-037	164.88529754726736
aka-007-038	215.94557302873505
aka-007-040	180.80735031859302
aka-007-041	164.44735030774552
aka-007-042	173.05124881971852
aka-007-043	207.17346300889733
aka-007-044	210.7145261482127
aka-007-045	211.1886021388641
apc-005-000	150.25071281415825
apc-005-001	152.09820410722887
apc-005-002	159.11673596595827
apc-005-003	129.57175158680602
apc-005-005	150.00186260792103
apc-005-006	139.26145050804942
apc-005-007	137.79808063889834
apc-005-008	147.46652394662885
apc-005-009	144.8777564553798
apc-005-010	138.46818584046412
apc-005-011	143.02642279473295
apc-005-012	148.4460792705234
apc-005-013	145.02400350128363
apc-005-015	145.47690341141652
apc-005-016	139.57798821505335
apc-005-017	150.46688605914983
apc-005-018	150.18745282472048
apc-005-019	141.19362953687556
apc-005-020	150.2208310221052
apc-005-021	152.58005341289828
apc-005-022	141.36477508112355
apc-005-023	135.8937527194719
apc-005-024	142.1888013007165
apc-005-025	157.76409867339666
apc-005-026	183.3516722373029
apc-005-027	167.39684405094894
apc-005-028	151.70193230423638
apc-005-029	151.61153184205392
apc-005-031	148.4825583631751
apc-005-032	154.31478154375307
apc-005-033	150.78458588815377
apc-005-035	161.7009757897724
apc-005-036	136.48060120378116
apc-005-037	161.091974740532
apc-005-038	198.41431712772962
apc-005-039	145.32777794084765
apc-005-040	146.3415837688416
apc-005-041	152.49151230933998
apc-005-042	151.59464658592518
apc-005-043	149.7453688615531
apc-005-044	134.42768187805464
apc-005-045	146.76335002882664
apc-005-046	155.50539979799623
apc-005-047	142.04106466485052
apc-005-048	199.8373697995099
apc-005-049	180.91222029181586
apc-005-050	148.91564584086402
apc-005-051	138.9725209591827
apc-005-052	151.6617754692599
apc-005-053	151.6617754692599
apc-005-055	146.29001737198126
apc-005-056	150.79832965118442
apc-005-057	147.0102364573869
apc-005-058	152.90326100857297
apc-005-059	157.8769722212933
apc-005-060	154.00909557058503
apc-005-061	154.65376907342102
apc-005-062	149.9894947903037
apc-005-063	148.97246026254476
apc-005-064	143.47992013621106
apc-005-065	146.91343408933088
apc-005-066	153.10569566215398
apc-005-067	147.2531197325087
apc-005-068	160.14017267449438
apc-005-069	152.2383852472122
apc-005-070	156.32516575169487
apc-005-071	150.0206933358548
apc-005-072	155.79047358448648
apc-005-073	153.2779359499857
apc-005-074	139.70027705784813
apc-005-075	151.75189789834056
apc-005-076	152.92372373136834
apc-005-078	167.00998426709742
apc-005-079	152.609174110929
apc-005-080	145.22913931899396
apc-005-081	154.41945051547074
apc-005-082	156.110702570566
apc-005-083	146.06578586512435
apc-005-084	145.36967797481674
apc-005-085	143.23291957416885
apc-005-086	146.46910223191483
apc-005-087	142.18479550011745
apc-005-088	147.40400571837574
apc-005-089	149.6720684403687
apc-005-090	146.2283299172199
apc-005-091	179.05481399352232
apc-005-092	157.83307906845042
apc-005-093	153.73598259149236
apc-005-094	203.80916063168772
apc-005-095	185.77546931010033
apc-005-096	146.77591622618354
apc-005-097	152.27361692482455
apc-005-098	161.62516080705336
apc-005-099	174.9541738686683
apc-005-100	150.98789696140517
apc-005-101	155.40460834689904
apc-005-102	155.80026939882987
apc-005-103	156.36045337323432
apc-005-104	165.4460107516066
apc-005-105	150.43098133077956
apc-005-106	143.47163710334297
apc-005-107	177.1497280086159
apc-005-108	164.67873319514075
apc-005-109	146.0588874352175
apc-005-110	143.18020210623965
apc-005-111	157.4985827094471
apc-005-112	168.04974113424274
apc-005-113	152.55401442444466
apc-005-114	152.47623533441023
apc-005-115	144.87456529298686
apc-005-116	146.28852104059183
apc-005-117	144.69377343678835
apc-005-118	146.15553226594986
apc-005-119	155.65147360392464
apc-005-120	136.83897839828384
apc-005-121	139.80159772846795
apc-005-122	148.69851107924154
apc-005-123	155.26685236990863
apc-005-124	192.06993917687237
apc-005-125	138.1130660187379
apc-005-126	144.6951003179944
apc-005-127	149.62958081065017
apc-005-128	175.2732919609147
apc-005-129	155.99270085825597
apc-005-130	146.67470778873766
apc-005-131	141.4711511757588
apc-005-132	153.34285888827085
apc-005-133	161.73820007640956
apc-005-134	154.5887766934234
apc-005-135	156.08856396636094
apc-005-136	159.11221059751526
apc-005-137	144.057872961997
apc-005-138	157.92484438402468
apc-005-139	156.46644273156696
apc-005-140	184.1946386123239
apc-005-141	143.78367162667826
apc-005-142	156.09017168304112
apc-005-143	155.45927618727742
apc-005-144	152.5708599045406
apc-005-145	150.09715639222168
apc-005-146	165.07480497809422
apc-005-147	147.22137889391033
apc-005-148	157.83767243301216
apc-005-150	180.29508775073597
apc-005-151	168.47369044848284
apc-005-152	157.537179468586
apc-005-153	140.67280849283546
apc-005-154	147.01806044813873
apc-005-155	159.03405751130146
apc-005-157	165.9785667681064
apc-005-158	140.56219915107746
apc-005-159	152.84839837635533
apc-005-160	146.50270766286994
ape-000-000	163.94313619852502
ape-000-001	155.25370522505222
ape-000-002	137.92646334847825
ape-000-003	149.2140607776609
ape-000-004	140.9137213805431
ape-000-005	155.19944803117346
ape-000-006	149.21245166987072
ape-000-007	130.6976410510728
ape-000-008	153.96798336794038
ape-000-009	144.42738583398332
ape-000-010	125.03112299623933
ape-000-011	153.84227414263262
ape-000-012	149.8885257542459
ape-000-013	136.45178007901612
ape-000-014	158.38664292894993
ape-000-015	180.77533960361777
ape-000-016	129.53273869747434
ape-000-017	155.5448330030589
ape-000-018	139.50147522234982
ape-000-019	163.4730765128733
ape-000-022	163.4730765128733
ape-000-023	147.03306125878032
ape-000-024	154.11730436724878
ape-000-025	152.6961331380362
ape-000-026	129.85066532272475
ape-000-027	146.78659688568865
ape-000-028	131.74521701014254
ape-000-029	143.40657404233067
ape-000-030	143.71461239018896
ape-000-031	124.69074142832497
ape-000-032	155.4831858728082
ape-000-035	145.4672786242444
ape-000-036	151.45496173134205
ape-000-037	137.0800567724581
ape-000-038	151.9605852594072
ape-000-039	146.11524119652321
ape-000-040	136.6409170806874
ape-000-041	143.20173463197446
ape-000-042	137.34368719078705
ape-000-043	145.2295025316715
ape-000-044	145.77499445974956
ape-000-045	125.87575259896853
ape-000-046	149.28323805394854
ape-000-047	128.86358500245976
ape-000-048	107.7709957756298
ape-000-049	150.6621686849701
ape-000-050	153.255680654122
ape-000-051	135.51548388372947
ape-000-052	159.31763563940333
ape-000-053	157.98349144174884
ape-000-054	132.61138241690654
ape-000-055	159.99418924168074
ape-000-056	155.57363118484918
ape-000-057	131.8033715111891
ape-000-058	156.5533134865275
ape-000-059	154.80694129989786
ape-000-060	222.35642985381548
ape-000-061	165.69662507162911
ape-000-062	148.42734822233584
ape-000-064	150.43979456358238
ape-000-065	132.28298997208373
ape-000-066	144.54337484331737
ape-000-067	146.52060301766443
ape-000-068	127.75869529185327
ape-000-069	145.3223189910058
ape-000-070	129.54793661797274
ape-000-072	158.6857394914938
ape-000-073	146.77875343534217
ape-000-074	149.1109535795102
ape-000-075	149.59615125480002
apw-031-000	115.72281510577238
apw-031-001	121.48746190387786
apw-031-002	142.6508461470372
apw-031-003	113.55131760605059
apw-031-004	139.7124484192082
apw-031-005	106.21267001555772
apw-031-006	115.69639529819672
apw-031-008	107.69790158545827
apw-031-009	115.06035798655496
apw-031-010	120.72768849700647
apw-031-011	115.58439319618576
apw-031-012	111.29743960991094
apw-031-013	128.72377247317436
apw-031-014	116.2283258503163
apw-031-015	121.87667191459263
apw-031-016	115.95562257465798
apw-031-017	137.91638810627563
apw-031-018	126.84972509071676
apw-031-019	119.32640762223153
apw-031-020	227.32412330048388
apw-031-021	113.32095939199316
apw-031-023	118.27762422885611
apw-031-024	165.52826916717373
apw-031-026	113.98869628578598
apw-031-027	115.94975206516389
apw-031-029	115.74998548479482
apw-031-030	181.08310613173836
apw-031-031	115.83565905843056
apw-031-033	111.26681710018684
apw-031-034	110.73935981168947
apw-031-036	139.43850130714378
apw-031-038	110.69220310125826
apw-031-039	109.24961750879264
apw-031-040	120.97305391424474
apw-031-042	133.3029340703711
apw-031-043	120.59375382656931
apw-031-044	121.0296569178102
apw-031-045	119.1913885408334
apw-031-046	118.15881563238698
apw-031-047	109.65425258376926
apw-031-048	121.27665451371553
apw-031-049	119.34340231755989
apw-031-050	117.6904971073592
apw-031-051	122.29607924444387
apw-031-052	117.26657132278076
apw-031-053	136.46264465312436
apw-031-055	132.032593674823
apw-031-057	124.56179291080012
apw-031-058	112.07074519362399
apw-031-059	120.39620139532806
apw-031-060	131.56355604608012
apw-031-062	123.92095554914961
apw-031-063	153.04776677378032
apw-031-064	114.92927875563991
apw-031-065	113.9738916901689
apw-031-066	113.35421590239248
apw-031-067	131.39555646092498
apw-031-068	126.71312820491717
apw-031-069	113.60126758748878
apw-031-070	117.45187149854405
apw-031-071	114.02528530515531
apw-031-074	123.15116448885371
asm-003-005	100.6122010317788
asm-003-008	124.22836078549076
asm-003-009	101.96215077275741
asm-003-010	104.38305963735624
asm-003-012	130.11718848996372
asm-003-013	106.01758245371886
asm-003-014	108.02457050034042
asm-003-016	168.22173034070323
asm-003-017	112.08979843795139
asm-003-018	144.9974561853317
asm-003-019	109.83039384517444
asm-003-020	161.76005931790678
asm-003-021	114.99885672203258
asm-003-022	132.02355495684165
asm-003-023	106.9443685922909
asm-003-024	147.2442383225629
asm-003-025	104.03363932521276
asm-003-032	127.68104923101089
asm-003-040	152.92701349748998
asm-003-041	111.17948552787051
